frame_index,t_s,error_x_px,error_y_px,error_magnitude_px,tracker_status,detection_found,processing_time_ms
0,0.0,-0.5,-0.5,0.707,ACQUIRING,True,11.045
1,0.0333,-0.5,-0.5,0.707,ACQUIRING,True,2.956
2,0.0667,-0.5,-0.5,0.707,ACQUIRING,True,1.2218
3,0.1,-0.5,-0.5,0.707,ACQUIRING,True,1.2379
4,0.1333,-0.5,-0.5,0.707,TRACKING,True,1.1446
5,0.1667,-0.5,-0.5,0.707,TRACKING,True,1.188
6,0.2,-0.5,-0.5,0.707,TRACKING,True,1.2072
7,0.2333,-0.5,-0.5,0.707,TRACKING,True,1.1996
8,0.2667,-0.5,-0.5,0.707,TRACKING,True,1.1793
9,0.3,-0.5,-0.5,0.707,TRACKING,True,1.2212
10,0.3333,-0.5,-0.5,0.707,TRACKING,True,1.2076
11,0.3667,-0.5,-0.5,0.707,TRACKING,True,1.208
12,0.4,-0.5,-0.5,0.707,TRACKING,True,1.2059
13,0.4333,-0.5,-0.5,0.707,TRACKING,True,1.2322
14,0.4667,-0.5,-0.5,0.707,TRACKING,True,1.2137
15,0.5,-0.5,-0.5,0.707,TRACKING,True,1.3021
16,0.5333,-0.5,-0.5,0.707,TRACKING,True,1.4633
17,0.5667,-0.5,-0.5,0.707,TRACKING,True,1.2523
18,0.6,-0.5,-0.5,0.707,TRACKING,True,1.1762
19,0.6333,-0.5,-0.5,0.707,TRACKING,True,1.2011
20,0.6667,-0.5,-0.5,0.707,TRACKING,True,1.149
21,0.7,-0.5,-0.5,0.707,TRACKING,True,1.2219
22,0.7333,-0.5,-0.5,0.707,TRACKING,True,1.1977
23,0.7667,-0.5,-0.5,0.707,TRACKING,True,1.1935
24,0.8,-0.5,-0.5,0.707,TRACKING,True,1.1497
25,0.8333,-0.5,-0.5,0.707,TRACKING,True,1.1747
26,0.8667,-0.5,-0.5,0.707,TRACKING,True,1.1855
27,0.9,-0.5,-0.5,0.707,TRACKING,True,1.2163
28,0.9333,-0.5,-0.5,0.707,TRACKING,True,1.1705
29,0.9667,-0.5,-0.5,0.707,TRACKING,True,1.1861
30,1.0,-0.5,-0.5,0.707,TRACKING,True,1.2165
31,1.0333,-0.5,-0.5,0.707,TRACKING,True,1.1778
32,1.0667,-0.5,-0.5,0.707,TRACKING,True,1.2049
33,1.1,-0.5,-0.5,0.707,TRACKING,True,1.1914
34,1.1333,-0.5,-0.5,0.707,TRACKING,True,1.143
35,1.1667,-0.5,-0.5,0.707,TRACKING,True,1.2099
36,1.2,-0.5,-0.5,0.707,TRACKING,True,1.1679
37,1.2333,-0.5,-0.5,0.707,TRACKING,True,1.1679
38,1.2667,-0.5,-0.5,0.707,TRACKING,True,1.2109
39,1.3,-0.5,-0.5,0.707,TRACKING,True,1.2471
40,1.3333,-0.5,-0.5,0.707,TRACKING,True,1.1691
41,1.3667,-0.5,-0.5,0.707,TRACKING,True,1.1771
42,1.4,-0.5,-0.5,0.707,TRACKING,True,1.2706
43,1.4333,-0.5,-0.5,0.707,TRACKING,True,1.2619
44,1.4667,-0.5,-0.5,0.707,TRACKING,True,1.318
45,1.5,-0.5,-0.5,0.707,TRACKING,True,1.2648
46,1.5333,-0.5,-0.5,0.707,TRACKING,True,1.1778
47,1.5667,-0.5,-0.5,0.707,TRACKING,True,1.1875
48,1.6,-0.5,-0.5,0.707,TRACKING,True,1.204
49,1.6333,-0.5,-0.5,0.707,TRACKING,True,1.2034
50,1.6667,-0.5,-0.5,0.707,TRACKING,True,1.2847
51,1.7,-0.5,-0.5,0.707,TRACKING,True,1.2213
52,1.7333,-0.5,-0.5,0.707,TRACKING,True,1.1647
53,1.7667,-0.5,-0.5,0.707,TRACKING,True,1.2187
54,1.8,-0.5,-0.5,0.707,TRACKING,True,1.1806
55,1.8333,-0.5,-0.5,0.707,TRACKING,True,1.1982
56,1.8667,-0.5,-0.5,0.707,TRACKING,True,1.2629
57,1.9,-0.5,-0.5,0.707,TRACKING,True,1.3466
58,1.9333,-0.5,-0.5,0.707,TRACKING,True,1.2445
