frame_index,t_s,error_x_px,error_y_px,error_magnitude_px,tracker_status,detection_found,processing_time_ms
0,0.0,-0.5,-0.5,0.707,ACQUIRING,True,2.2289
1,0.0333,-0.5,-0.5,0.707,ACQUIRING,True,1.2732
2,0.0667,-0.5,-0.5,0.707,ACQUIRING,True,1.2498
3,0.1,-0.5,-0.5,0.707,ACQUIRING,True,1.2229
4,0.1333,-0.5,-0.5,0.707,TRACKING,True,1.496
5,0.1667,-0.5,-0.5,0.707,TRACKING,True,1.3625
6,0.2,-0.5,-0.5,0.707,TRACKING,True,1.5068
7,0.2333,-0.5,-0.5,0.707,TRACKING,True,1.409
8,0.2667,-0.5,-0.5,0.707,TRACKING,True,1.7268
9,0.3,-0.5,-0.5,0.707,TRACKING,True,1.2525
10,0.3333,-0.5,-0.5,0.707,TRACKING,True,1.2233
11,0.3667,-0.5,-0.5,0.707,TRACKING,True,1.256
12,0.4,-0.5,-0.5,0.707,TRACKING,True,1.3769
13,0.4333,-0.5,-0.5,0.707,TRACKING,True,1.6103
14,0.4667,-0.5,-0.5,0.707,TRACKING,True,1.7453
15,0.5,-0.5,-0.5,0.707,TRACKING,True,1.9441
16,0.5333,-0.5,-0.5,0.707,TRACKING,True,1.3581
17,0.5667,-0.5,-0.5,0.707,TRACKING,True,1.2777
18,0.6,-0.5,-0.5,0.707,TRACKING,True,1.2812
19,0.6333,-0.5,-0.5,0.707,TRACKING,True,1.6681
20,0.6667,-0.5,-0.5,0.707,TRACKING,True,1.475
21,0.7,-0.5,-0.5,0.707,TRACKING,True,1.9824
22,0.7333,-0.5,-0.5,0.707,TRACKING,True,1.8289
23,0.7667,-0.5,-0.5,0.707,TRACKING,True,1.3275
24,0.8,-0.5,-0.5,0.707,TRACKING,True,1.2366
25,0.8333,-0.5,-0.5,0.707,TRACKING,True,1.2349
26,0.8667,-0.5,-0.5,0.707,TRACKING,True,1.223
27,0.9,-0.5,-0.5,0.707,TRACKING,True,1.2013
28,0.9333,-0.5,-0.5,0.707,TRACKING,True,1.1962
29,0.9667,-0.5,-0.5,0.707,TRACKING,True,1.2027
30,1.0,-0.5,-0.5,0.707,TRACKING,True,1.1906
31,1.0333,-0.5,-0.5,0.707,TRACKING,True,1.2289
32,1.0667,-0.5,-0.5,0.707,TRACKING,True,1.225
33,1.1,-0.5,-0.5,0.707,TRACKING,True,1.1796
34,1.1333,-0.5,-0.5,0.707,TRACKING,True,1.2635
35,1.1667,-0.5,-0.5,0.707,TRACKING,True,1.1905
36,1.2,-0.5,-0.5,0.707,TRACKING,True,1.2126
37,1.2333,-0.5,-0.5,0.707,TRACKING,True,1.196
38,1.2667,-0.5,-0.5,0.707,TRACKING,True,1.2023
39,1.3,-0.5,-0.5,0.707,TRACKING,True,1.2017
40,1.3333,-0.5,-0.5,0.707,TRACKING,True,1.2097
41,1.3667,-0.5,-0.5,0.707,TRACKING,True,1.2052
42,1.4,-0.5,-0.5,0.707,TRACKING,True,1.2417
43,1.4333,-0.5,-0.5,0.707,TRACKING,True,1.1683
44,1.4667,-0.5,-0.5,0.707,TRACKING,True,1.1625
45,1.5,-0.5,-0.5,0.707,TRACKING,True,1.1915
46,1.5333,-0.5,-0.5,0.707,TRACKING,True,1.194
47,1.5667,-0.5,-0.5,0.707,TRACKING,True,1.2148
48,1.6,-0.5,-0.5,0.707,TRACKING,True,1.1647
49,1.6333,-0.5,-0.5,0.707,TRACKING,True,1.2598
50,1.6667,-0.5,-0.5,0.707,TRACKING,True,1.2569
51,1.7,-0.5,-0.5,0.707,TRACKING,True,1.2077
52,1.7333,-0.5,-0.5,0.707,TRACKING,True,1.1837
53,1.7667,-0.5,-0.5,0.707,TRACKING,True,1.1746
54,1.8,-0.5,-0.5,0.707,TRACKING,True,1.2003
55,1.8333,-0.5,-0.5,0.707,TRACKING,True,1.2319
56,1.8667,-0.5,-0.5,0.707,TRACKING,True,1.1955
