frame_index,t_s,error_x_px,error_y_px,error_magnitude_px,tracker_status,detection_found,processing_time_ms
0,0.0,-0.5,-0.5,0.707,ACQUIRING,True,2.2314
1,0.0333,-0.5,-0.5,0.707,ACQUIRING,True,1.2604
2,0.0667,-0.5,-0.5,0.707,ACQUIRING,True,1.2376
3,0.1,-0.5,-0.5,0.707,ACQUIRING,True,1.1813
4,0.1333,-0.5,-0.5,0.707,TRACKING,True,1.3824
5,0.1667,-0.5,-0.5,0.707,TRACKING,True,1.3358
6,0.2,-0.5,-0.5,0.707,TRACKING,True,1.5444
7,0.2333,-0.5,-0.5,0.707,TRACKING,True,1.4001
8,0.2667,-0.5,-0.5,0.707,TRACKING,True,1.696
9,0.3,-0.5,-0.5,0.707,TRACKING,True,1.4937
10,0.3333,-0.5,-0.5,0.707,TRACKING,True,2.2649
11,0.3667,-0.5,-0.5,0.707,TRACKING,True,1.7681
12,0.4,-0.5,-0.5,0.707,TRACKING,True,1.4627
13,0.4333,-0.5,-0.5,0.707,TRACKING,True,1.3288
14,0.4667,-0.5,-0.5,0.707,TRACKING,True,1.4475
15,0.5,-0.5,-0.5,0.707,TRACKING,True,1.196
16,0.5333,-0.5,-0.5,0.707,TRACKING,True,1.2841
17,0.5667,-0.5,-0.5,0.707,TRACKING,True,1.3483
18,0.6,-0.5,-0.5,0.707,TRACKING,True,1.2495
19,0.6333,-0.5,-0.5,0.707,TRACKING,True,1.3372
20,0.6667,-0.5,-0.5,0.707,TRACKING,True,1.4449
21,0.7,-0.5,-0.5,0.707,TRACKING,True,1.3322
22,0.7333,-0.5,-0.5,0.707,TRACKING,True,1.2205
23,0.7667,-0.5,-0.5,0.707,TRACKING,True,1.2104
24,0.8,-0.5,-0.5,0.707,TRACKING,True,1.2556
25,0.8333,-0.5,-0.5,0.707,TRACKING,True,1.252
26,0.8667,-0.5,-0.5,0.707,TRACKING,True,1.2578
27,0.9,-0.5,-0.5,0.707,TRACKING,True,1.2233
28,0.9333,-0.5,-0.5,0.707,TRACKING,True,1.2648
29,0.9667,-0.5,-0.5,0.707,TRACKING,True,1.2812
30,1.0,-0.5,-0.5,0.707,TRACKING,True,1.1978
31,1.0333,-0.5,-0.5,0.707,TRACKING,True,1.2736
32,1.0667,-0.5,-0.5,0.707,TRACKING,True,1.2029
33,1.1,-0.5,-0.5,0.707,TRACKING,True,1.2184
34,1.1333,-0.5,-0.5,0.707,TRACKING,True,1.2363
35,1.1667,-0.5,-0.5,0.707,TRACKING,True,1.2052
36,1.2,-0.5,-0.5,0.707,TRACKING,True,1.2595
37,1.2333,-0.5,-0.5,0.707,TRACKING,True,1.2119
38,1.2667,-0.5,-0.5,0.707,TRACKING,True,1.1639
39,1.3,-0.5,-0.5,0.707,TRACKING,True,1.1747
40,1.3333,-0.5,-0.5,0.707,TRACKING,True,1.1828
41,1.3667,-0.5,-0.5,0.707,TRACKING,True,1.1799
42,1.4,-0.5,-0.5,0.707,TRACKING,True,1.1731
43,1.4333,-0.5,-0.5,0.707,TRACKING,True,1.2558
44,1.4667,-0.5,-0.5,0.707,TRACKING,True,1.2526
45,1.5,-0.5,-0.5,0.707,TRACKING,True,1.308
46,1.5333,-0.5,-0.5,0.707,TRACKING,True,1.2093
47,1.5667,-0.5,-0.5,0.707,TRACKING,True,1.2192
48,1.6,-0.5,-0.5,0.707,TRACKING,True,1.2233
49,1.6333,-0.5,-0.5,0.707,TRACKING,True,1.2181
50,1.6667,-0.5,-0.5,0.707,TRACKING,True,1.2162
51,1.7,-0.5,-0.5,0.707,TRACKING,True,1.2689
52,1.7333,-0.5,-0.5,0.707,TRACKING,True,1.2457
53,1.7667,-0.5,-0.5,0.707,TRACKING,True,1.2021
54,1.8,-0.5,-0.5,0.707,TRACKING,True,1.188
55,1.8333,-0.5,-0.5,0.707,TRACKING,True,1.216
56,1.8667,-0.5,-0.5,0.707,TRACKING,True,1.1852
57,1.9,-0.5,-0.5,0.707,TRACKING,True,1.2132
58,1.9333,-0.5,-0.5,0.707,TRACKING,True,1.2409
59,1.9667,-0.5,-0.5,0.707,TRACKING,True,1.2309
60,2.0,-0.5,-0.5,0.707,TRACKING,True,1.2636
61,2.0333,-0.5,-0.5,0.707,TRACKING,True,1.3064
62,2.0667,-0.5,-0.5,0.707,TRACKING,True,1.2294
63,2.1,-0.5,-0.5,0.707,TRACKING,True,1.2595
64,2.1333,-0.5,-0.5,0.707,TRACKING,True,1.2822
65,2.1667,-0.5,-0.5,0.707,TRACKING,True,1.2612
66,2.2,-0.5,-0.5,0.707,TRACKING,True,1.2244
67,2.2333,-0.5,-0.5,0.707,TRACKING,True,1.2067
68,2.2667,-0.5,-0.5,0.707,TRACKING,True,1.2542
69,2.3,-0.5,-0.5,0.707,TRACKING,True,1.2325
70,2.3333,-0.5,-0.5,0.707,TRACKING,True,1.1998
71,2.3667,-0.5,-0.5,0.707,TRACKING,True,1.2277
72,2.4,-0.5,-0.5,0.707,TRACKING,True,1.2482
73,2.4333,-0.5,-0.5,0.707,TRACKING,True,1.2137
74,2.4667,-0.5,-0.5,0.707,TRACKING,True,1.2047
75,2.5,-0.5,-0.5,0.707,TRACKING,True,1.2277
76,2.5333,-0.5,-0.5,0.707,TRACKING,True,1.225
77,2.5667,-0.5,-0.5,0.707,TRACKING,True,1.245
78,2.6,-0.5,-0.5,0.707,TRACKING,True,1.2232
79,2.6333,-0.5,-0.5,0.707,TRACKING,True,1.2388
80,2.6667,-0.5,-0.5,0.707,TRACKING,True,1.2115
81,2.7,-0.5,-0.5,0.707,TRACKING,True,1.2836
82,2.7333,-0.5,-0.5,0.707,TRACKING,True,1.2676
83,2.7667,-0.5,-0.5,0.707,TRACKING,True,1.1669
84,2.8,-0.5,-0.5,0.707,TRACKING,True,1.297
85,2.8333,-0.5,-0.5,0.707,TRACKING,True,1.2499
86,2.8667,-0.5,-0.5,0.707,TRACKING,True,1.238
87,2.9,-0.5,-0.5,0.707,TRACKING,True,1.1977
88,2.9333,-0.5,-0.5,0.707,TRACKING,True,1.2136
89,2.9667,-0.5,-0.5,0.707,TRACKING,True,1.2233
90,3.0,-0.5,-0.5,0.707,TRACKING,True,1.2117
91,3.0333,-0.5,-0.5,0.707,TRACKING,True,1.2251
92,3.0667,-0.5,-0.5,0.707,TRACKING,True,1.2693
93,3.1,-0.5,-0.5,0.707,TRACKING,True,1.2146
94,3.1333,-0.5,-0.5,0.707,TRACKING,True,1.3034
95,3.1667,-0.5,-0.5,0.707,TRACKING,True,1.294
96,3.2,-0.5,-0.5,0.707,TRACKING,True,1.217
97,3.2333,-0.5,-0.5,0.707,TRACKING,True,1.2712
98,3.2667,-0.5,-0.5,0.707,TRACKING,True,1.1881
99,3.3,-0.5,-0.5,0.707,TRACKING,True,1.32
100,3.3333,-0.5,-0.5,0.707,TRACKING,True,1.232
101,3.3667,-0.5,-0.5,0.707,TRACKING,True,1.2264
102,3.4,-0.5,-0.5,0.707,TRACKING,True,1.275
103,3.4333,-0.5,-0.5,0.707,TRACKING,True,1.1981
104,3.4667,-0.5,-0.5,0.707,TRACKING,True,1.2891
