frame_index,t_s,error_x_px,error_y_px,error_magnitude_px,tracker_status,detection_found,processing_time_ms
0,0.0,-200.0,0.0,200.0,ACQUIRING,True,89.7338
1,0.0333,-197.274,0.002,197.274,ACQUIRING,True,18.582
2,0.0667,-188.089,0.009,188.089,ACQUIRING,True,16.9611
3,0.1,-171.931,0.006,171.931,ACQUIRING,True,16.2501
4,0.1333,-156.63,0.002,156.63,TRACKING,True,16.3658
5,0.1667,-143.312,0.006,143.312,TRACKING,True,16.2496
6,0.2,-131.916,0.013,131.916,TRACKING,True,16.2675
7,0.2333,-122.509,-0.012,122.509,TRACKING,True,16.4073
8,0.2667,-114.701,-0.0,114.701,TRACKING,True,16.2317
9,0.3,-107.85,-0.009,107.85,TRACKING,True,16.2356
10,0.3333,-101.989,0.007,101.989,TRACKING,True,16.457
11,0.3667,-96.842,-0.008,96.842,TRACKING,True,16.2178
12,0.4,-91.951,0.003,91.951,TRACKING,True,16.2666
13,0.4333,-87.555,0.002,87.555,TRACKING,True,16.4085
14,0.4667,-83.497,-0.015,83.497,TRACKING,True,16.2277
15,0.5,-79.424,-0.015,79.424,TRACKING,True,16.1367
16,0.5333,-75.604,0.265,75.604,TRACKING,True,16.9212
17,0.5667,-71.963,0.219,71.963,TRACKING,True,16.3658
18,0.6,-68.205,0.159,68.205,TRACKING,True,16.346
19,0.6333,-64.624,0.123,64.624,TRACKING,True,16.2214
20,0.6667,-61.165,0.087,61.165,TRACKING,True,16.7025
21,0.7,-57.514,0.063,57.514,TRACKING,True,16.2987
22,0.7333,-53.999,0.045,53.999,TRACKING,True,16.4142
23,0.7667,-50.597,0.032,50.597,TRACKING,True,16.456
24,0.8,-46.989,0.025,46.989,TRACKING,True,17.1035
25,0.8333,-43.522,0.032,43.522,TRACKING,True,17.1091
26,0.8667,-40.14,0.023,40.14,TRACKING,True,16.5608
27,0.9,-36.539,0.011,36.539,TRACKING,True,16.3123
28,0.9333,-33.07,0.017,33.07,TRACKING,True,17.4316
29,0.9667,-29.705,0.026,29.705,TRACKING,True,17.4075
30,1.0,-26.13,0.021,26.13,TRACKING,True,17.5268
31,1.0333,-22.658,0.022,22.658,TRACKING,True,16.482
32,1.0667,-19.292,0.005,19.292,TRACKING,True,16.5048
33,1.1,-15.681,0.013,15.681,TRACKING,True,16.3196
34,1.1333,-12.207,0.018,12.207,TRACKING,True,16.5605
35,1.1667,-8.843,0.013,8.843,TRACKING,True,16.286
36,1.2,-5.281,0.03,5.281,TRACKING,True,16.2507
37,1.2333,-1.795,0.03,1.795,TRACKING,True,16.2856
38,1.2667,1.561,0.022,1.561,TRACKING,True,16.2687
39,1.3,5.125,0.015,5.125,TRACKING,True,16.3195
40,1.3333,8.576,0.02,8.576,TRACKING,True,16.5651
41,1.3667,11.918,0.024,11.918,TRACKING,True,16.2372
42,1.4,15.495,0.002,15.495,TRACKING,True,16.506
43,1.4333,18.956,-0.028,18.956,TRACKING,True,16.424
44,1.4667,22.286,-0.006,22.286,TRACKING,True,16.2595
45,1.5,25.854,-0.005,25.854,TRACKING,True,16.2348
46,1.5333,29.333,-0.016,29.333,TRACKING,True,16.8413
47,1.5667,32.661,-0.027,32.661,TRACKING,True,16.37
