frame_index,time_s,detected,confidence,detected_x,detected_y,tracked_x,tracked_y,groundtruth_x,groundtruth_y,centroid_error_px,pointing_offset_x_px,pointing_offset_y_px,pointing_offset_px,command,status
34,1.1333333333333333,1,0.6621086597442627,319.1102294921875,243.77877807617188,317.8723449707031,244.6695556640625,,,,-2.127655029296875,4.6695556640625,5.131438981754578,DOWN,TRACKING
35,1.1666666666666667,1,0.6530472040176392,319.43487548828125,243.887939453125,318.1127014160156,244.7171173095703,,,,-1.887298583984375,4.7171173095703125,5.080658585002272,DOWN,TRACKING
36,1.2,1,0.6499884724617004,319.1587219238281,243.67599487304688,318.2140197753906,244.683837890625,,,,-1.785980224609375,4.683837890625,5.012789916638259,DOWN,TRACKING
37,1.2333333333333334,1,0.6499894857406616,319.1588134765625,243.67593383789062,318.2931823730469,244.65260314941406,,,,-1.706817626953125,4.6526031494140625,4.955798873805872,DOWN,TRACKING
38,1.2666666666666666,1,0.6500038504600525,319.1588134765625,243.67617797851562,318.3560485839844,244.6230926513672,,,,-1.643951416015625,4.6230926513671875,4.906685431260605,DOWN,TRACKING
39,1.3,1,0.6499974727630615,319.1588134765625,243.67578887939453,318.4068603515625,244.5947723388672,,,,-1.5931396484375,4.5947723388671875,4.863129320246646,DOWN,TRACKING
40,1.3333333333333333,1,0.645327627658844,318.4945068359375,243.56698608398438,318.2566833496094,244.53611755371094,,,,-1.743316650390625,4.5361175537109375,4.859579755967967,DOWN,TRACKING
41,1.3666666666666667,1,0.6453283429145813,318.4945068359375,243.56698608398438,318.1518249511719,244.4868927001953,,,,-1.848175048828125,4.4868927001953125,4.852623735071248,DOWN,TRACKING
42,1.4,1,0.6453283429145813,318.4945068359375,243.56698608398438,318.08001708984375,244.44471740722656,,,,-1.91998291015625,4.4447174072265625,4.841678139384616,DOWN,TRACKING
43,1.4333333333333333,1,0.6453283429145813,318.4945068359375,243.56698608398438,318.0323181152344,244.40782165527344,,,,-1.967681884765625,4.4078216552734375,4.827076107161795,DOWN,TRACKING
44,1.4666666666666666,1,0.6453283429145813,318.4945068359375,243.56698608398438,318.0021057128906,244.37493896484375,,,,-1.997894287109375,4.37493896484375,4.809539741864327,DOWN,TRACKING
45,1.5,1,0.6785923838615417,317.66375732421875,243.75021362304688,317.7435607910156,244.39828491210938,,,,-2.256439208984375,4.398284912109375,4.943321562667252,DOWN,TRACKING
46,1.5333333333333334,1,0.6590391397476196,318.377197265625,243.82022094726562,317.7665710449219,244.42994689941406,,,,-2.233428955078125,4.4299468994140625,4.961112216933783,DOWN,TRACKING
47,1.5666666666666667,1,0.6686620116233826,317.44940185546875,243.46688842773438,317.5183410644531,244.34481811523438,,,,-2.481658935546875,4.344818115234375,5.003606252179366,DOWN,TRACKING
48,1.6,1,0.6763066053390503,317.509521484375,242.63632202148438,317.3591613769531,244.03585815429688,,,,-2.640838623046875,4.035858154296875,4.823088188555201,DOWN,TRACKING
49,1.6333333333333333,1,0.6763017773628235,317.5095520019531,242.63623046875,317.2475280761719,243.80523681640625,,,,-2.752471923828125,3.80523681640625,4.696374018367327,DOWN,TRACKING
50,1.6666666666666667,1,0.6763138771057129,317.50958251953125,242.636474609375,317.1705322265625,243.6321258544922,,,,-2.8294677734375,3.6321258544921875,4.604153136440182,DOWN,TRACKING
51,1.7,1,0.6587622761726379,317.3345947265625,242.93194580078125,317.0678405761719,243.587158203125,,,,-2.932159423828125,3.587158203125,4.633061931486678,DOWN,TRACKING
52,1.7333333333333334,1,0.6587796807289124,317.3345947265625,242.93191528320312,316.99725341796875,243.54981994628906,,,,-3.00274658203125,3.5498199462890625,4.649484776507181,DOWN,TRACKING
53,1.7666666666666666,1,0.6587677001953125,317.3345642089844,242.93207550048828,316.9500427246094,243.51821899414062,,,,-3.049957275390625,3.518218994140625,4.65618988792769,DOWN,TRACKING
54,1.8,1,0.6587674617767334,317.3345642089844,242.93207550048828,316.9198303222656,243.49090576171875,,,,-3.080169677734375,3.49090576171875,4.655520194439656,DOWN,TRACKING
55,1.8333333333333333,1,0.6587674617767334,317.3345642089844,242.93207550048828,316.9018859863281,243.46685791015625,,,,-3.098114013671875,3.46685791015625,4.649453108799251,DOWN,TRACKING
56,1.8666666666666667,1,0.6587783098220825,317.3345947265625,242.931884765625,316.8928527832031,243.44525146484375,,,,-3.107147216796875,3.44525146484375,4.639409604988179,DOWN,TRACKING
57,1.9,1,0.658778190612793,317.3345947265625,242.931884765625,316.89019775390625,243.42559814453125,,,,-3.10980224609375,3.42559814453125,4.626617842185118,DOWN,TRACKING
58,1.9333333333333333,1,0.6762648224830627,317.4906005859375,242.6478271484375,316.9376220703125,243.32460021972656,,,,-3.0623779296875,3.3246002197265625,4.520080221107033,DOWN,TRACKING
59,1.9666666666666666,1,0.6587445139884949,317.3509826660156,242.94647216796875,316.9351501464844,243.33447265625,,,,-3.064849853515625,3.33447265625,4.529018935693875,DOWN,TRACKING
60,2.0,1,0.6595471501350403,317.3489074707031,242.93426513671875,316.9363708496094,243.33457946777344,,,,-3.063629150390625,3.3345794677734375,4.528271612659665,DOWN,TRACKING
61,2.033333333333333,1,0.674532413482666,317.8099365234375,243.15782928466797,317.0753479003906,243.39649963378906,,,,-2.924652099609375,3.3964996337890625,4.482164618360057,DOWN,TRACKING
62,2.066666666666667,1,0.659107506275177,317.331787109375,242.91339111328125,317.0404052734375,243.3668975830078,,,,-2.9595947265625,3.3668975830078125,4.482767033870978,DOWN,TRACKING
63,2.1,1,0.6849024295806885,316.2337646484375,242.66301727294922,316.69744873046875,243.2689208984375,,,,-3.30255126953125,3.2689208984375,4.646793381260232,LEFT,TRACKING
64,2.1333333333333333,1,0.6805840730667114,317.57696533203125,242.70208740234375,316.8431396484375,243.20574951171875,,,,-3.1568603515625,3.20574951171875,4.499177392718842,DOWN,TRACKING
65,2.1666666666666665,1,0.681774377822876,316.1729431152344,242.68972778320312,316.5423278808594,243.153076171875,,,,-3.457672119140625,3.153076171875,4.679464267320387,LEFT,TRACKING
66,2.2,1,0.6837324500083923,316.17413330078125,242.66781616210938,316.3265686035156,243.1053924560547,,,,-3.673431396484375,3.1053924560546875,4.810151819932351,LEFT,TRACKING
67,2.2333333333333334,1,0.6837670207023621,316.1741943359375,242.66766357421875,316.1725769042969,243.06781005859375,,,,-3.827423095703125,3.06781005859375,4.905163209224611,LEFT,TRACKING
68,2.2666666666666666,1,0.6810654997825623,316.7674560546875,243.26385498046875,316.237060546875,243.2120361328125,,,,-3.762939453125,3.2120361328125,4.947412399060519,LEFT,TRACKING
69,2.3,1,0.6840653419494629,316.1738586425781,242.66949462890625,316.1137390136719,243.14076232910156,,,,-3.886260986328125,3.1407623291015625,4.996740183535614,LEFT,TRACKING
70,2.3333333333333335,1,0.6840653419494629,316.17388916015625,242.66949462890625,316.0270080566406,243.0862274169922,,,,-3.972991943359375,3.0862274169921875,5.030851284960903,LEFT,TRACKING
71,2.3666666666666667,1,0.6806862950325012,316.7550048828125,243.26205444335938,316.1368713378906,243.21730041503906,,,,-3.863128662109375,3.2173004150390625,5.0274034073884994,LEFT,TRACKING
72,2.4,1,0.6789076924324036,316.05364990234375,242.6507568359375,316.0148620605469,243.1316375732422,,,,-3.985137939453125,3.1316375732421875,5.068380242899196,LEFT,TRACKING
73,2.433333333333333,1,0.6789253354072571,316.851318359375,242.8291015625,316.1622009277344,243.11900329589844,,,,-3.837799072265625,3.1190032958984375,4.945390103814684,LEFT,TRACKING
74,2.466666666666667,1,0.6812697052955627,316.0867004394531,242.6573486328125,316.04876708984375,243.05728149414062,,,,-3.95123291015625,3.057281494140625,4.99591949942316,LEFT,TRACKING
75,2.5,1,0.6812697052955627,316.0867004394531,242.6573486328125,315.9688720703125,243.01011657714844,,,,-4.0311279296875,3.0101165771484375,5.03098342210849,LEFT,TRACKING
76,2.533333333333333,1,0.6914942860603333,315.8345642089844,242.80111694335938,315.839599609375,243.01573181152344,,,,-4.160400390625,3.0157318115234375,5.138440402432151,LEFT,TRACKING
77,2.566666666666667,1,0.6798295974731445,316.49774169921875,242.42825317382812,315.9421691894531,242.90872192382812,,,,-4.057830810546875,2.908721923828125,4.992660024193706,LEFT,TRACKING
78,2.6,1,0.6721556186676025,316.1817321777344,242.29278564453125,315.9271240234375,242.78916931152344,,,,-4.0728759765625,2.7891693115234375,4.936373584809406,LEFT,TRACKING
79,2.6333333333333333,1,0.6721243262290955,316.1816711425781,242.29299926757812,315.918701171875,242.7003173828125,,,,-4.081298828125,2.7003173828125,4.893742340211001,LEFT,TRACKING
80,2.6666666666666665,1,0.6721566915512085,316.1817321777344,242.29279327392578,315.9150695800781,242.6338348388672,,,,-4.084930419921875,2.6338348388671875,4.8604261638290165,LEFT,TRACKING
81,2.7,1,0.6836177706718445,316.38623046875,241.86492156982422,315.9747009277344,242.4585723876953,,,,-4.025299072265625,2.4585723876953125,4.7167373052482295,LEFT,TRACKING
82,2.7333333333333334,1,0.6803873181343079,316.49371337890625,242.41824340820312,316.05194091796875,242.4913787841797,,,,-3.94805908203125,2.4913787841796875,4.668419300091852,LEFT,TRACKING
83,2.7666666666666666,1,0.6804961562156677,316.49560546875,242.416015625,316.11102294921875,242.51327514648438,,,,-3.88897705078125,2.513275146484375,4.630409751138584,LEFT,TRACKING
84,2.8,1,0.6752421855926514,315.68853759765625,241.7528076171875,315.919921875,242.333740234375,,,,-4.080078125,2.333740234375,4.700359665774971,LEFT,TRACKING
85,2.8333333333333335,1,0.6751217842102051,316.36846923828125,242.43023681640625,315.9817810058594,242.39999389648438,,,,-4.018218994140625,2.399993896484375,4.68039043115366,LEFT,TRACKING
86,2.8666666666666667,1,0.6750941276550293,315.68792724609375,242.25836181640625,315.8296813964844,242.39678955078125,,,,-4.170318603515625,2.39678955078125,4.8100059673105084,LEFT,TRACKING
87,2.9,1,0.6753726601600647,315.6920166015625,241.76272583007812,315.7220764160156,242.24818420410156,,,,-4.277923583984375,2.2481842041015625,4.832697218529368,LEFT,TRACKING
88,2.933333333333333,1,0.6778537631034851,317.15496826171875,241.75786590576172,316.0740661621094,242.13739013671875,,,,-3.925933837890625,2.13739013671875,4.470055155816,LEFT,TRACKING
89,2.966666666666667,1,0.6725795865058899,316.21063232421875,242.29891967773438,316.0559997558594,242.21412658691406,,,,-3.944000244140625,2.2141265869140625,4.522996182693617,LEFT,TRACKING
90,3.0,1,0.6834642887115479,316.38525390625,241.858154296875,316.0957336425781,242.14007568359375,,,,-3.904266357421875,2.14007568359375,4.452327449908141,LEFT,TRACKING
91,3.033333333333333,1,0.683013916015625,316.11590576171875,241.84058380126953,316.0474853515625,242.080078125,,,,-3.9525146484375,2.080078125,4.466441206622621,LEFT,TRACKING
92,3.066666666666667,1,0.6829302906990051,316.11651611328125,241.83831787109375,316.01416015625,242.0348663330078,,,,-3.98583984375,2.0348663330078125,4.475220693243372,LEFT,TRACKING
93,3.1,1,0.6829121112823486,316.116455078125,241.83865356445312,315.9914855957031,242.0012664794922,,,,-4.008514404296875,2.0012664794921875,4.480318655117578,LEFT,TRACKING
94,3.1333333333333333,1,0.6747065782546997,315.78411865234375,241.7474365234375,315.87921142578125,241.94935607910156,,,,-4.12078857421875,1.9493560791015625,4.558605883002173,LEFT,TRACKING
95,3.1666666666666665,1,0.6758619546890259,315.779296875,241.32159423828125,315.7975769042969,241.78614807128906,,,,-4.202423095703125,1.7861480712890625,4.566255009071293,LEFT,TRACKING
96,3.2,1,0.672178328037262,315.69329833984375,241.41069793701172,315.7145080566406,241.69273376464844,,,,-4.285491943359375,1.6927337646484375,4.6076880096832715,LEFT,TRACKING
97,3.2333333333333334,1,0.672178328037262,315.69329833984375,241.41069793701172,315.65557861328125,241.62417602539062,,,,-4.34442138671875,1.624176025390625,4.638097125636003,LEFT,TRACKING
98,3.2666666666666666,1,0.672178328037262,315.69329833984375,241.41069793701172,315.6142578125,241.5738067626953,,,,-4.3857421875,1.5738067626953125,4.659571038359946,LEFT,TRACKING
99,3.3,1,0.672178328037262,315.69329833984375,241.41069793701172,315.5857238769531,241.53675842285156,,,,-4.414276123046875,1.5367584228515625,4.6741266714443,LEFT,TRACKING
100,3.3333333333333335,1,0.6721428036689758,315.6932678222656,241.41098022460938,315.5664978027344,241.50953674316406,,,,-4.433502197265625,1.5095367431640625,4.683443488729365,LEFT,TRACKING
101,3.3666666666666667,1,0.6721417307853699,315.6932678222656,241.41098022460938,315.55401611328125,241.48941040039062,,,,-4.44598388671875,1.489410400390625,4.688828858228303,LEFT,TRACKING
102,3.4,1,0.672174334526062,315.69329833984375,241.41073608398438,315.54644775390625,241.4744110107422,,,,-4.45355224609375,1.4744110107421875,4.691270130496056,LEFT,TRACKING
103,3.433333333333333,1,0.6721736788749695,315.69329833984375,241.41073608398438,315.5423889160156,241.46324157714844,,,,-4.457611083984375,1.4632415771484375,4.691627914610898,LEFT,TRACKING
104,3.466666666666667,1,0.6721736788749695,315.69329833984375,241.41073608398438,315.54083251953125,241.4548797607422,,,,-4.45916748046875,1.4548797607421875,4.690506341226634,LEFT,TRACKING
105,3.5,1,0.6698420643806458,315.47119140625,240.96270751953125,315.47601318359375,241.3173370361328,,,,-4.52398681640625,1.3173370361328125,4.711882169768758,LEFT,TRACKING
106,3.533333333333333,1,0.6721264123916626,315.70013427734375,241.3985595703125,315.4972229003906,241.34461975097656,,,,-4.502777099609375,1.3446197509765625,4.699255673346885,LEFT,TRACKING
107,3.566666666666667,1,0.67210853099823,315.70001220703125,241.39935302734375,315.51397705078125,241.3646240234375,,,,-4.48602294921875,1.3646240234375,4.688987164224279,LEFT,TRACKING
108,3.6,1,0.6824437379837036,316.02001953125,241.46200561523438,315.6212158203125,241.3974151611328,,,,-4.3787841796875,1.3974151611328125,4.596359431642109,LEFT,TRACKING
109,3.6333333333333333,1,0.6786855459213257,315.2724304199219,240.71210479736328,315.4815673828125,241.20150756835938,,,,-4.5184326171875,1.201507568359375,4.675452251161244,LEFT,TRACKING
110,3.6666666666666665,1,0.6702917814254761,315.48468017578125,240.97964477539062,315.44317626953125,241.1370391845703,,,,-4.55682373046875,1.1370391845703125,4.696541346332581,LEFT,TRACKING
111,3.7,1,0.6716752052307129,315.703857421875,241.38763427734375,315.4805908203125,241.20957946777344,,,,-4.5194091796875,1.2095794677734375,4.678476442422545,LEFT,TRACKING
112,3.7333333333333334,1,0.6785697340965271,315.2804260253906,240.72122192382812,315.3849792480469,241.0672149658203,,,,-4.615020751953125,1.0672149658203125,4.736809508965802,LEFT,TRACKING
113,3.7666666666666666,1,0.6699950098991394,315.48968505859375,240.95962524414062,315.37774658203125,241.03334045410156,,,,-4.62225341796875,1.0333404541015625,4.736350826744849,LEFT,TRACKING
114,3.8,1,0.6699739098548889,315.4919738769531,240.963134765625,315.3742980957031,241.00975036621094,,,,-4.625701904296875,1.0097503662109375,4.734629226188558,LEFT,TRACKING
115,3.8333333333333335,1,0.669951319694519,315.49200439453125,240.96331787109375,315.3729248046875,240.9927215576172,,,,-4.6270751953125,0.9927215576171875,4.732369486212388,LEFT,TRACKING
116,3.8666666666666667,1,0.6787989139556885,315.29266357421875,240.72698974609375,315.3145751953125,240.91119384765625,,,,-4.6854248046875,0.91119384765625,4.7732043564452065,LEFT,TRACKING
117,3.9,1,0.6707662343978882,315.54833984375,240.78067016601562,315.3480224609375,240.86764526367188,,,,-4.6519775390625,0.867645263671875,4.732198572282679,LEFT,TRACKING
118,3.933333333333333,1,0.6700628399848938,315.553466796875,240.779541015625,315.3749694824219,240.83575439453125,,,,-4.625030517578125,0.83575439453125,4.699935392801403,LEFT,TRACKING
119,3.966666666666667,1,0.6699163317680359,315.5534362792969,240.77920532226562,315.3955993652344,240.81259155273438,,,,-4.604400634765625,0.812591552734375,4.675554537913696,LEFT,TRACKING
120,4.0,1,0.6821463108062744,315.30328369140625,239.76112365722656,315.33831787109375,240.4976806640625,,,,-4.66168212890625,0.4976806640625,4.688173025214151,LEFT,TRACKING
121,4.033333333333333,1,0.6782765984535217,315.11712646484375,240.60061645507812,315.2429504394531,240.51441955566406,,,,-4.757049560546875,0.5144195556640625,4.784782962763184,LEFT,TRACKING
122,4.066666666666666,1,0.6741202473640442,315.5518798828125,240.82333374023438,315.3017883300781,240.59226989746094,,,,-4.698211669921875,0.5922698974609375,4.735396131986054,LEFT,TRACKING
123,4.1,1,0.6784725785255432,315.1253662109375,240.61361694335938,315.22064208984375,240.5879364013672,,,,-4.77935791015625,0.5879364013671875,4.815384849150243,LEFT,TRACKING
124,4.133333333333334,1,0.6785216927528381,315.1253662109375,240.61355590820312,315.16241455078125,240.58506774902344,,,,-4.83758544921875,0.5850677490234375,4.872836673790773,LEFT,TRACKING
125,4.166666666666667,1,0.6736820340156555,315.5552673339844,240.81780242919922,315.2468566894531,240.64312744140625,,,,-4.753143310546875,0.64312744140625,4.796455382518038,LEFT,TRACKING
126,4.2,1,0.6827272176742554,315.308837890625,239.77206420898438,315.23712158203125,240.37937927246094,,,,-4.76287841796875,0.3793792724609375,4.777963944686637,LEFT,TRACKING
127,4.233333333333333,1,0.673618495464325,315.5516357421875,240.82638549804688,315.302001953125,240.4963836669922,,,,-4.697998046875,0.4963836669921875,4.724148853846365,LEFT,TRACKING
128,4.266666666666667,1,0.6737400889396667,315.55560302734375,240.82647705078125,315.35125732421875,240.58206176757812,,,,-4.64874267578125,0.582061767578125,4.685040487221641,LEFT,TRACKING
129,4.3,1,0.6825871467590332,315.3148498535156,239.77444458007812,315.31732177734375,240.33660888671875,,,,-4.68267822265625,0.33660888671875,4.694761003454503,LEFT,TRACKING
130,4.333333333333333,1,0.6825700402259827,315.3148193359375,239.77365112304688,315.2933044433594,240.1578369140625,,,,-4.706695556640625,0.1578369140625,4.709341307905106,LEFT,TRACKING
131,4.366666666666666,1,0.6801695227622986,315.5379638671875,239.8389892578125,315.3418884277344,240.04718017578125,,,,-4.658111572265625,0.04718017578125,4.658350500838433,LEFT,TRACKING
132,4.4,1,0.6820970177650452,315.3033142089844,239.76138305664062,315.3092346191406,239.94436645507812,,,,-4.690765380859375,-0.055633544921875,4.691095282510191,LEFT,TRACKING
133,4.433333333333334,1,0.6822105646133423,315.3033447265625,239.76113891601562,315.2861022949219,239.86997985839844,,,,-4.713897705078125,-0.1300201416015625,4.715690491451162,LEFT,TRACKING
134,4.466666666666667,1,0.6827146410942078,315.5287780761719,239.53005981445312,315.3359375,239.74871826171875,,,,-4.6640625,-0.25128173828125,4.670826641602094,LEFT,TRACKING
135,4.5,1,0.6727671027183533,315.52191162109375,240.81182861328125,315.3708801269531,240.03656005859375,,,,-4.629119873046875,0.03656005859375,4.629264243583627,LEFT,TRACKING
136,4.533333333333333,1,0.6924065947532654,315.343505859375,238.9837646484375,315.34466552734375,239.7113800048828,,,,-4.65533447265625,-0.2886199951171875,4.664272778674409,LEFT,TRACKING
137,4.566666666666666,1,0.6828400492668152,315.629150390625,239.5108642578125,315.4097900390625,239.62945556640625,,,,-4.5902099609375,-0.37054443359375,4.605141763589603,LEFT,TRACKING
138,4.6,1,0.6827274560928345,315.6290283203125,239.51036071777344,315.457763671875,239.57032775878906,,,,-4.542236328125,-0.4296722412109375,4.562513462490354,LEFT,TRACKING
139,4.633333333333334,1,0.680962085723877,315.3552551269531,239.48709106445312,315.4129943847656,239.52117919921875,,,,-4.587005615234375,-0.47882080078125,4.611929083740608,LEFT,TRACKING
140,4.666666666666667,1,0.6820763945579529,315.61724853515625,239.51095581054688,315.45758056640625,239.4931182861328,,,,-4.54241943359375,-0.5068817138671875,4.570613020432063,LEFT,TRACKING
141,4.7,1,0.6822901368141174,315.617431640625,239.511474609375,315.4905700683594,239.4735870361328,,,,-4.509429931640625,-0.5264129638671875,4.540051642537099,LEFT,TRACKING
142,4.733333333333333,1,0.6810124516487122,315.3606872558594,239.48580932617188,315.4398193359375,239.4525909423828,,,,-4.5601806640625,-0.5474090576171875,4.592918937369877,LEFT,TRACKING
143,4.766666666666667,1,0.6811906099319458,315.3589782714844,239.4876708984375,315.4027099609375,239.43858337402344,,,,-4.5972900390625,-0.5614166259765625,4.631443007442302,LEFT,TRACKING
144,4.8,1,0.6880436539649963,315.44964599609375,238.95713806152344,315.40264892578125,239.273681640625,,,,-4.59735107421875,-0.726318359375,4.65437162877928,LEFT,TRACKING
145,4.833333333333333,1,0.6920973658561707,315.2346496582031,238.98416137695312,315.34002685546875,239.16220092773438,,,,-4.65997314453125,-0.837799072265625,4.734686578142381,LEFT,TRACKING
146,4.866666666666666,1,0.6831346750259399,315.2987060546875,239.51734924316406,315.3135986328125,239.23802185058594,,,,-4.6864013671875,-0.7619781494140625,4.747943604821075,LEFT,TRACKING
147,4.9,1,0.6834116578102112,315.54962158203125,239.53726196289062,315.3682861328125,239.2999267578125,,,,-4.6317138671875,-0.7000732421875,4.68432235141049,LEFT,TRACKING
148,4.933333333333334,1,0.691531777381897,315.23101806640625,238.99160766601562,315.3152160644531,239.18594360351562,,,,-4.684783935546875,-0.814056396484375,4.754985629780093,LEFT,TRACKING
149,4.966666666666667,1,0.6915805339813232,315.23101806640625,238.9915771484375,315.2769470214844,239.10362243652344,,,,-4.723052978515625,-0.8963775634765625,4.807361248561366,LEFT,TRACKING
